,sample,date,n,nsp7,e,orf3,hel,orf8b,orf5,nendou,orf4a,nsp6,rdrp,exon,m,2omethyltransferase,s1,nsp4,nsp5,nsp3,orf4b,nsp1,s2,nsp9,nsp8,nsp2,nsp10
10,MG923471,2015.2095890410958,0.0024154589371980675,0.012048192771084338,0.0,0.009615384615384616,0.005016722408026756,0.008849557522123894,0.013333333333333334,0.0029154518950437317,0.02727272727272727,0.003424657534246575,0.003215434083601286,0.0019083969465648854,0.004545454545454545,0.0033003300330033004,0.00273224043715847,0.0039447731755424065,0.0032679738562091504,0.008479067302596715,0.04048582995951417,0.010362694300518135,0.0016611295681063123,0.0,0.005025125628140704,0.010606060606060607,0.0
11,MG923470,2015.1465753424657,0.0024154589371980675,0.012048192771084338,0.0,0.009615384615384616,0.005016722408026756,0.008849557522123894,0.013333333333333334,0.0029154518950437317,0.02727272727272727,0.003424657534246575,0.003215434083601286,0.0019083969465648854,0.004545454545454545,0.0033003300330033004,0.00273224043715847,0.0039447731755424065,0.0032679738562091504,0.009009009009009009,0.04048582995951417,0.010362694300518135,0.0016611295681063123,0.0,0.005025125628140704,0.010606060606060607,0.0
12,MG923473,2015.204109589041,0.004830917874396135,0.0,0.0,0.09615384615384616,0.005016722408026756,0.02654867256637168,0.0044444444444444444,0.0029154518950437317,0.0,0.003424657534246575,0.003215434083601286,0.0,0.0,0.0,0.00273224043715847,0.0039447731755424065,0.0032679738562091504,0.00794912559618442,0.032388663967611336,0.0,0.006644518272425249,0.0,0.0,0.010606060606060607,0.0
13,KU201959,2015.0342465753424,0.00966183574879227,0.0,0.0,0.10576923076923077,0.005016722408026756,0.008849557522123894,0.008888888888888889,0.0058309037900874635,0.0,0.003424657534246575,0.0,0.003816793893129771,0.004545454545454545,0.0,0.001366120218579235,0.0,0.006535947712418301,0.009538950715421303,0.04048582995951417,0.010362694300518135,0.006644518272425249,0.0,0.0,0.006060606060606061,0.0
14,KU201953,2015.0342465753424,0.00966183574879227,0.0,0.0,0.10576923076923077,0.005016722408026756,0.008849557522123894,0.008888888888888889,0.0058309037900874635,0.0,0.003424657534246575,0.0,0.003816793893129771,0.004545454545454545,0.0,0.001366120218579235,0.0,0.006535947712418301,0.009538950715421303,0.04048582995951417,0.010362694300518135,0.006644518272425249,0.0,0.0,0.006060606060606061,0.0
15,MG923472,2015.0342465753424,0.00966183574879227,0.0,0.0,0.10576923076923077,0.005016722408026756,0.008849557522123894,0.008888888888888889,0.0058309037900874635,0.0,0.003424657534246575,0.0,0.003816793893129771,0.004545454545454545,0.0,0.001366120218579235,0.0,0.006535947712418301,0.009538950715421303,0.04048582995951417,0.010362694300518135,0.006644518272425249,0.0,0.0,0.006060606060606061,0.0
16,MG923479,2016.0969945355191,0.00966183574879227,0.0,0.0,0.07692307692307693,0.005016722408026756,0.008849557522123894,0.013333333333333334,0.0029154518950437317,0.0,0.00684931506849315,0.0,0.003816793893129771,0.004545454545454545,0.0,0.004098360655737705,0.0019723865877712033,0.006535947712418301,0.012188659247482777,0.044534412955465584,0.0051813471502590676,0.0049833887043189366,0.0,0.0,0.007575757575757576,0.0
17,MG923478,2016.0915300546449,0.00966183574879227,0.0,0.0,0.07692307692307693,0.005016722408026756,0.008849557522123894,0.013333333333333334,0.0029154518950437317,0.0,0.00684931506849315,0.0,0.003816793893129771,0.004545454545454545,0.0,0.004098360655737705,0.0019723865877712033,0.006535947712418301,0.013248542660307366,0.044534412955465584,0.0051813471502590676,0.0049833887043189366,0.0,0.0,0.007575757575757576,0.0
18,MG923480,2016.1024590163934,0.00966183574879227,0.0,0.0,0.07692307692307693,0.005016722408026756,0.008849557522123894,0.013333333333333334,0.0029154518950437317,0.0,0.00684931506849315,0.0,0.003816793893129771,0.004545454545454545,0.0,0.004098360655737705,0.0019723865877712033,0.006535947712418301,0.013248542660307366,0.044534412955465584,0.0051813471502590676,0.0049833887043189366,0.0,0.0,0.007575757575757576,0.0
19,MG923477,2016.129781420765,0.00966183574879227,0.0,0.0,0.07692307692307693,0.005016722408026756,0.008849557522123894,0.017777777777777778,0.0029154518950437317,0.0,0.00684931506849315,0.0,0.003816793893129771,0.004545454545454545,0.0,0.004098360655737705,0.0019723865877712033,0.006535947712418301,0.011658717541070483,0.05263157894736842,0.0051813471502590676,0.0049833887043189366,0.0,0.0,0.007575757575757576,0.0
20,MG923474,2016.0642076502731,0.00966183574879227,0.0,0.0,0.07692307692307693,0.005016722408026756,0.008849557522123894,0.017777777777777778,0.0029154518950437317,0.0,0.00684931506849315,0.0,0.003816793893129771,0.00909090909090909,0.0,0.004098360655737705,0.0019723865877712033,0.006535947712418301,0.012718600953895072,0.048582995951417005,0.0051813471502590676,0.006644518272425249,0.0,0.0,0.007575757575757576,0.0
21,MG923481,2016.127049180328,0.00966183574879227,0.0,0.0,0.07692307692307693,0.005016722408026756,0.008849557522123894,0.022222222222222223,0.0058309037900874635,0.00909090909090909,0.010273972602739725,0.0010718113612004287,0.003816793893129771,0.004545454545454545,0.0,0.004098360655737705,0.0019723865877712033,0.006535947712418301,0.011658717541070483,0.048582995951417005,0.0051813471502590676,0.0049833887043189366,0.0,0.0,0.007575757575757576,0.0
22,MG923475,2016.0915300546449,0.00966183574879227,0.0,0.0,0.07692307692307693,0.005016722408026756,0.008849557522123894,0.017777777777777778,0.0029154518950437317,0.0,0.00684931506849315,0.0,0.003816793893129771,0.004545454545454545,0.0,0.004098360655737705,0.0019723865877712033,0.006535947712418301,0.012188659247482777,0.044534412955465584,0.0051813471502590676,0.0049833887043189366,0.0,0.0,0.007575757575757576,0.0
23,MG923476,2016.1243169398906,0.00966183574879227,0.0,0.0,0.07692307692307693,0.005016722408026756,0.008849557522123894,0.017777777777777778,0.0029154518950437317,0.0,0.00684931506849315,0.0,0.003816793893129771,0.004545454545454545,0.0,0.004098360655737705,0.0019723865877712033,0.006535947712418301,0.012188659247482777,0.044534412955465584,0.0051813471502590676,0.0049833887043189366,0.0,0.0,0.007575757575757576,0.0
24,MK564474,2017.645205479452,0.004830917874396135,0.0,0.012048192771084338,0.07692307692307693,0.005016722408026756,0.017699115044247787,0.008888888888888889,0.0029154518950437317,0.00909090909090909,0.003424657534246575,0.0021436227224008574,0.003816793893129771,0.0,0.0,0.006830601092896175,0.0039447731755424065,0.006535947712418301,0.010068892421833599,0.016194331983805668,0.0,0.0033222591362126247,0.0,0.0,0.006060606060606061,0.0
25,MK564475,2017.645205479452,0.004830917874396135,0.0,0.012048192771084338,0.07692307692307693,0.0033444816053511705,0.017699115044247787,0.008888888888888889,0.0058309037900874635,0.00909090909090909,0.003424657534246575,0.0021436227224008574,0.003816793893129771,0.0,0.0,0.00819672131147541,0.0039447731755424065,0.006535947712418301,0.009538950715421303,0.016194331983805668,0.0,0.0033222591362126247,0.0,0.0,0.006060606060606061,0.0
26,OP866291,2019.886301369863,0.012077294685990338,0.0,0.012048192771084338,0.0673076923076923,0.005016722408026756,0.035398230088495575,0.013333333333333334,0.0,0.01818181818181818,0.00684931506849315,0.003215434083601286,0.0057251908396946565,0.0,0.0,0.006830601092896175,0.0039447731755424065,0.006535947712418301,0.009538950715421303,0.02834008097165992,0.0,0.0049833887043189366,0.00909090909090909,0.0,0.007575757575757576,0.0
27,OP866292,2019.8890410958904,0.012077294685990338,0.0,0.012048192771084338,0.07692307692307693,0.005016722408026756,0.035398230088495575,0.013333333333333334,0.0,0.01818181818181818,0.00684931506849315,0.003215434083601286,0.0057251908396946565,0.0,0.0,0.006830601092896175,0.0039447731755424065,0.006535947712418301,0.009538950715421303,0.02834008097165992,0.0,0.0049833887043189366,0.00909090909090909,0.0,0.007575757575757576,0.0
28,OP866290,2019.8835616438357,0.012077294685990338,0.0,0.012048192771084338,0.07692307692307693,0.005016722408026756,0.035398230088495575,0.013333333333333334,0.0,0.01818181818181818,0.00684931506849315,0.003215434083601286,0.0057251908396946565,0.0,0.0,0.006830601092896175,0.0039447731755424065,0.006535947712418301,0.009538950715421303,0.02834008097165992,0.0,0.0049833887043189366,0.00909090909090909,0.0,0.007575757575757576,0.0
29,OP866294,2019.8945205479451,0.012077294685990338,0.0,0.012048192771084338,0.07692307692307693,0.005016722408026756,0.035398230088495575,0.013333333333333334,0.0,0.01818181818181818,0.00684931506849315,0.003215434083601286,0.0057251908396946565,0.0,0.0,0.00819672131147541,0.0039447731755424065,0.006535947712418301,0.009538950715421303,0.02834008097165992,0.0,0.0049833887043189366,0.00909090909090909,0.0,0.007575757575757576,0.0
30,OP866293,2019.8917808219178,0.012077294685990338,0.0,0.012048192771084338,0.07692307692307693,0.005016722408026756,0.035398230088495575,0.013333333333333334,0.0,0.01818181818181818,0.00684931506849315,0.003215434083601286,0.0057251908396946565,0.0,0.0,0.006830601092896175,0.0039447731755424065,0.006535947712418301,0.009538950715421303,0.02834008097165992,0.0,0.0049833887043189366,0.00909090909090909,0.0,0.007575757575757576,0.0
31,OP866289,2019.8835616438357,0.012077294685990338,0.0,0.012048192771084338,0.07692307692307693,0.005016722408026756,0.035398230088495575,0.013333333333333334,0.0,0.01818181818181818,0.00684931506849315,0.003215434083601286,0.0057251908396946565,0.0,0.0,0.006830601092896175,0.0039447731755424065,0.006535947712418301,0.009538950715421303,0.02834008097165992,0.0,0.0049833887043189366,0.00909090909090909,0.0,0.007575757575757576,0.0
32,OP866285,2019.727397260274,0.004830917874396135,0.0,0.012048192771084338,0.057692307692307696,0.0033444816053511705,0.017699115044247787,0.017777777777777778,0.0029154518950437317,0.01818181818181818,0.00684931506849315,0.003215434083601286,0.003816793893129771,0.004545454545454545,0.006600660066006601,0.009562841530054645,0.007889546351084813,0.006535947712418301,0.010068892421833599,0.020242914979757085,0.0,0.0033222591362126247,0.0,0.0,0.006060606060606061,0.0
33,OP866286,2019.727397260274,0.004830917874396135,0.0,0.012048192771084338,0.057692307692307696,0.0033444816053511705,0.017699115044247787,0.017777777777777778,0.0029154518950437317,0.01818181818181818,0.00684931506849315,0.003215434083601286,0.0019083969465648854,0.004545454545454545,0.006600660066006601,0.009562841530054645,0.007889546351084813,0.006535947712418301,0.010598834128245893,0.020242914979757085,0.0,0.0033222591362126247,0.0,0.0,0.006060606060606061,0.0
34,OR742173,2022.7575342465752,0.004830917874396135,0.0,0.012048192771084338,0.057692307692307696,0.0033444816053511705,0.017699115044247787,0.017777777777777778,0.0029154518950437317,0.01818181818181818,0.003424657534246575,0.004287245444801715,0.0057251908396946565,0.004545454545454545,0.0033003300330033004,0.009562841530054645,0.007889546351084813,0.006535947712418301,0.015368309485956544,0.020242914979757085,0.015544041450777202,0.0033222591362126247,0.0,0.0,0.006060606060606061,0.0
35,OR742169,2022.7082191780821,0.004830917874396135,0.0,0.012048192771084338,0.057692307692307696,0.0033444816053511705,0.017699115044247787,0.017777777777777778,0.0029154518950437317,0.01818181818181818,0.003424657534246575,0.004287245444801715,0.0057251908396946565,0.004545454545454545,0.0033003300330033004,0.009562841530054645,0.007889546351084813,0.006535947712418301,0.01589825119236884,0.020242914979757085,0.015544041450777202,0.0033222591362126247,0.0,0.0,0.006060606060606061,0.0
36,OR742168,2022.7219178082191,0.004830917874396135,0.0,0.012048192771084338,0.057692307692307696,0.0033444816053511705,0.017699115044247787,0.017777777777777778,0.0029154518950437317,0.01818181818181818,0.003424657534246575,0.004287245444801715,0.0057251908396946565,0.004545454545454545,0.0033003300330033004,0.009562841530054645,0.007889546351084813,0.006535947712418301,0.015368309485956544,0.020242914979757085,0.015544041450777202,0.0033222591362126247,0.0,0.0,0.006060606060606061,0.0
37,OR742167,2022.7054794520548,0.004830917874396135,0.0,0.012048192771084338,0.057692307692307696,0.0033444816053511705,0.017699115044247787,0.017777777777777778,0.0029154518950437317,0.01818181818181818,0.003424657534246575,0.004287245444801715,0.0057251908396946565,0.004545454545454545,0.0033003300330033004,0.009562841530054645,0.007889546351084813,0.006535947712418301,0.015368309485956544,0.020242914979757085,0.015544041450777202,0.0033222591362126247,0.0,0.0,0.006060606060606061,0.0
38,OR742174,2023.0643835616438,0.004830917874396135,0.0,0.012048192771084338,0.057692307692307696,0.005016722408026756,0.017699115044247787,0.017777777777777778,0.0029154518950437317,0.01818181818181818,0.003424657534246575,0.004287245444801715,0.0057251908396946565,0.004545454545454545,0.0033003300330033004,0.009562841530054645,0.009861932938856016,0.006535947712418301,0.017488076311605722,0.020242914979757085,0.015544041450777202,0.0033222591362126247,0.0,0.0,0.006060606060606061,0.0
39,OR742175,2023.0917808219178,0.004830917874396135,0.0,0.012048192771084338,0.057692307692307696,0.005016722408026756,0.017699115044247787,0.017777777777777778,0.0029154518950437317,0.01818181818181818,0.003424657534246575,0.004287245444801715,0.0057251908396946565,0.004545454545454545,0.0033003300330033004,0.009562841530054645,0.007889546351084813,0.006535947712418301,0.017488076311605722,0.020242914979757085,0.015544041450777202,0.0033222591362126247,0.0,0.0,0.006060606060606061,0.0
40,OR742171,2022.7547945205479,0.004830917874396135,0.0,0.012048192771084338,0.057692307692307696,0.0033444816053511705,0.017699115044247787,0.017777777777777778,0.0029154518950437317,0.01818181818181818,0.003424657534246575,0.004287245444801715,0.0057251908396946565,0.004545454545454545,0.0033003300330033004,0.009562841530054645,0.007889546351084813,0.006535947712418301,0.017488076311605722,0.020242914979757085,0.02072538860103627,0.0033222591362126247,0.0,0.0,0.006060606060606061,0.0
41,OR742172,2022.7630136986302,0.004830917874396135,0.0,0.012048192771084338,0.057692307692307696,0.0033444816053511705,0.017699115044247787,0.017777777777777778,0.0029154518950437317,0.01818181818181818,0.003424657534246575,0.004287245444801715,0.0057251908396946565,0.004545454545454545,0.0033003300330033004,0.009562841530054645,0.007889546351084813,0.006535947712418301,0.017488076311605722,0.020242914979757085,0.02072538860103627,0.0033222591362126247,0.0,0.0,0.006060606060606061,0.0
42,OR742170,2022.7657534246575,0.004830917874396135,0.0,0.012048192771084338,0.057692307692307696,0.0033444816053511705,0.017699115044247787,0.017777777777777778,0.0029154518950437317,0.01818181818181818,0.003424657534246575,0.004287245444801715,0.0057251908396946565,0.004545454545454545,0.0033003300330033004,0.009562841530054645,0.007889546351084813,0.006535947712418301,0.017488076311605722,0.020242914979757085,0.02072538860103627,0.0033222591362126247,0.0,0.0,0.006060606060606061,0.0
43,MG923465,2015.16301369863,0.0024154589371980675,0.0,0.0,0.019230769230769232,0.0033444816053511705,0.017699115044247787,0.0044444444444444444,0.0,0.0,0.003424657534246575,0.0021436227224008574,0.0019083969465648854,0.0,0.0,0.00546448087431694,0.0039447731755424065,0.006535947712418301,0.00794912559618442,0.0,0.0051813471502590676,0.0,0.0,0.0,0.004545454545454545,0.0
44,KU740200,2014.9602739726026,0.0024154589371980675,0.0,0.0,0.028846153846153848,0.0033444816053511705,0.017699115044247787,0.0044444444444444444,0.0,0.0,0.003424657534246575,0.0021436227224008574,0.0019083969465648854,0.0,0.0,0.00546448087431694,0.0039447731755424065,0.006535947712418301,0.00794912559618442,0.0,0.0051813471502590676,0.0,0.0,0.0,0.006060606060606061,0.0
45,MG923467,2017.2013698630137,0.0024154589371980675,0.0,0.0,0.028846153846153848,0.005016722408026756,0.02654867256637168,0.0044444444444444444,0.0058309037900874635,0.0,0.00684931506849315,0.0021436227224008574,0.003816793893129771,0.00909090909090909,0.0033003300330033004,0.00819672131147541,0.005917159763313609,0.006535947712418301,0.012188659247482777,0.004048582995951417,0.015544041450777202,0.0,0.0,0.0,0.004545454545454545,0.0
46,MG923468,2017.2013698630137,0.004830917874396135,0.0,0.0,0.04807692307692308,0.005016722408026756,0.02654867256637168,0.0044444444444444444,0.0058309037900874635,0.0,0.00684931506849315,0.0021436227224008574,0.003816793893129771,0.00909090909090909,0.0033003300330033004,0.00819672131147541,0.005917159763313609,0.006535947712418301,0.011658717541070483,0.004048582995951417,0.015544041450777202,0.0016611295681063123,0.0,0.0,0.004545454545454545,0.0
47,MG923466,2017.2013698630137,0.0024154589371980675,0.0,0.0,0.028846153846153848,0.0033444816053511705,0.017699115044247787,0.0044444444444444444,0.0058309037900874635,0.0,0.00684931506849315,0.0021436227224008574,0.003816793893129771,0.00909090909090909,0.0033003300330033004,0.00819672131147541,0.005917159763313609,0.006535947712418301,0.010068892421833599,0.004048582995951417,0.02072538860103627,0.0,0.0,0.0,0.004545454545454545,0.0
48,OP866274,2017.031506849315,0.0024154589371980675,0.0,0.0,0.028846153846153848,0.0033444816053511705,0.02654867256637168,0.0044444444444444444,0.0058309037900874635,0.0,0.00684931506849315,0.0021436227224008574,0.003816793893129771,0.00909090909090909,0.0033003300330033004,0.00819672131147541,0.007889546351084813,0.006535947712418301,0.010598834128245893,0.004048582995951417,0.02072538860103627,0.0016611295681063123,0.0,0.0,0.004545454545454545,0.0
49,OP866275,2017.0479452054794,0.0024154589371980675,0.0,0.0,0.028846153846153848,0.0033444816053511705,0.02654867256637168,0.0044444444444444444,0.0058309037900874635,0.0,0.00684931506849315,0.0021436227224008574,0.003816793893129771,0.00909090909090909,0.0033003300330033004,0.00819672131147541,0.009861932938856016,0.006535947712418301,0.010598834128245893,0.004048582995951417,0.02072538860103627,0.0,0.0,0.0,0.004545454545454545,0.0
50,OP866277,2017.9328767123288,0.007246376811594203,0.0,0.0,0.019230769230769232,0.006688963210702341,0.017699115044247787,0.0044444444444444444,0.008746355685131196,0.0,0.00684931506849315,0.003215434083601286,0.007633587786259542,0.0,0.006600660066006601,0.00546448087431694,0.011834319526627219,0.006535947712418301,0.012718600953895072,0.004048582995951417,0.015544041450777202,0.0016611295681063123,0.0,0.0,0.00909090909090909,0.0
51,OP866278,2017.9328767123288,0.007246376811594203,0.0,0.0,0.019230769230769232,0.006688963210702341,0.017699115044247787,0.0044444444444444444,0.008746355685131196,0.0,0.00684931506849315,0.003215434083601286,0.007633587786259542,0.0,0.006600660066006601,0.00546448087431694,0.011834319526627219,0.006535947712418301,0.013248542660307366,0.004048582995951417,0.015544041450777202,0.0033222591362126247,0.0,0.0,0.00909090909090909,0.0
52,OP866276,2017.9328767123288,0.007246376811594203,0.0,0.0,0.019230769230769232,0.006688963210702341,0.017699115044247787,0.0044444444444444444,0.008746355685131196,0.0,0.00684931506849315,0.003215434083601286,0.007633587786259542,0.0,0.006600660066006601,0.00546448087431694,0.011834319526627219,0.006535947712418301,0.012718600953895072,0.004048582995951417,0.015544041450777202,0.0016611295681063123,0.0,0.0,0.00909090909090909,0.0
53,OP866279,2017.9876712328767,0.00966183574879227,0.0,0.0,0.019230769230769232,0.005016722408026756,0.017699115044247787,0.0044444444444444444,0.0058309037900874635,0.0,0.003424657534246575,0.0021436227224008574,0.0057251908396946565,0.0,0.0033003300330033004,0.00819672131147541,0.009861932938856016,0.006535947712418301,0.012718600953895072,0.004048582995951417,0.0051813471502590676,0.0033222591362126247,0.0,0.0,0.006060606060606061,0.0
54,OP866280,2017.9876712328767,0.00966183574879227,0.0,0.0,0.019230769230769232,0.005016722408026756,0.017699115044247787,0.0044444444444444444,0.0058309037900874635,0.0,0.003424657534246575,0.0021436227224008574,0.0057251908396946565,0.0,0.0033003300330033004,0.00819672131147541,0.009861932938856016,0.006535947712418301,0.012718600953895072,0.004048582995951417,0.0051813471502590676,0.0033222591362126247,0.0,0.0,0.006060606060606061,0.0
55,OP866281,2017.9876712328767,0.00966183574879227,0.0,0.0,0.019230769230769232,0.005016722408026756,0.017699115044247787,0.0044444444444444444,0.0058309037900874635,0.0,0.003424657534246575,0.0021436227224008574,0.0057251908396946565,0.0,0.0033003300330033004,0.00819672131147541,0.009861932938856016,0.006535947712418301,0.012718600953895072,0.004048582995951417,0.0051813471502590676,0.0033222591362126247,0.0,0.0,0.006060606060606061,0.0
56,OP866282,2017.7767123287672,0.004830917874396135,0.0,0.0,0.057692307692307696,0.0033444816053511705,0.02654867256637168,0.0044444444444444444,0.0,0.0,0.00684931506849315,0.0021436227224008574,0.0019083969465648854,0.004545454545454545,0.0,0.00819672131147541,0.005917159763313609,0.006535947712418301,0.010598834128245893,0.004048582995951417,0.010362694300518135,0.0,0.0,0.0,0.007575757575757576,0.007142857142857143
57,OP866283,2017.7712328767122,0.004830917874396135,0.0,0.0,0.057692307692307696,0.0033444816053511705,0.02654867256637168,0.0044444444444444444,0.0,0.0,0.00684931506849315,0.0021436227224008574,0.0019083969465648854,0.004545454545454545,0.0,0.00819672131147541,0.005917159763313609,0.006535947712418301,0.010598834128245893,0.004048582995951417,0.010362694300518135,0.0,0.0,0.0,0.007575757575757576,0.007142857142857143
58,OP866284,2017.7767123287672,0.007246376811594203,0.0,0.0,0.057692307692307696,0.008361204013377926,0.02654867256637168,0.0044444444444444444,0.0,0.0,0.00684931506849315,0.0021436227224008574,0.0019083969465648854,0.004545454545454545,0.0,0.00819672131147541,0.005917159763313609,0.006535947712418301,0.012188659247482777,0.004048582995951417,0.010362694300518135,0.0,0.0,0.0,0.010606060606060607,0.007142857142857143
59,MH734114,2018.195890410959,0.004830917874396135,0.0,0.0,0.038461538461538464,0.005016722408026756,0.017699115044247787,0.013333333333333334,0.0029154518950437317,0.0,0.003424657534246575,0.004287245444801715,0.003816793893129771,0.0,0.0033003300330033004,0.00819672131147541,0.005917159763313609,0.00980392156862745,0.009009009009009009,0.004048582995951417,0.0051813471502590676,0.0033222591362126247,0.0,0.0,0.012121212121212121,0.007142857142857143
60,MH734115,2018.195890410959,0.004830917874396135,0.0,0.0,0.038461538461538464,0.005016722408026756,0.017699115044247787,0.013333333333333334,0.0029154518950437317,0.0,0.003424657534246575,0.004287245444801715,0.003816793893129771,0.0,0.0033003300330033004,0.00819672131147541,0.005917159763313609,0.00980392156862745,0.009009009009009009,0.004048582995951417,0.0051813471502590676,0.0033222591362126247,0.0,0.0,0.012121212121212121,0.007142857142857143
61,MK357909,2017.3027397260273,0.0024154589371980675,0.0,0.0,0.028846153846153848,0.0033444816053511705,0.017699115044247787,0.008888888888888889,0.0029154518950437317,0.0,0.003424657534246575,0.004287245444801715,0.003816793893129771,0.0,0.0033003300330033004,0.00819672131147541,0.005917159763313609,0.00980392156862745,0.009009009009009009,0.0,0.0051813471502590676,0.0016611295681063123,0.0,0.0,0.012121212121212121,0.007142857142857143
62,MK357908,2017.3027397260273,0.0024154589371980675,0.0,0.0,0.038461538461538464,0.0033444816053511705,0.017699115044247787,0.008888888888888889,0.0058309037900874635,0.0,0.003424657534246575,0.004287245444801715,0.003816793893129771,0.0,0.0033003300330033004,0.00819672131147541,0.005917159763313609,0.00980392156862745,0.009009009009009009,0.0,0.0051813471502590676,0.0016611295681063123,0.0,0.0,0.012121212121212121,0.007142857142857143
63,PP504665,2014.1575342465753,0.00966183574879227,0.0,0.0,0.10576923076923077,0.010033444816053512,0.035398230088495575,0.013333333333333334,0.0029154518950437317,0.0,0.00684931506849315,0.003215434083601286,0.0019083969465648854,0.004545454545454545,0.0033003300330033004,0.006830601092896175,0.007889546351084813,0.006535947712418301,0.014308426073131956,0.012145748987854251,0.0051813471502590676,0.0016611295681063123,0.0,0.005025125628140704,0.01818181818181818,0.007142857142857143
64,MZ268405,2020.214480874317,0.00966183574879227,0.0,0.0,0.125,0.006688963210702341,0.035398230088495575,0.008888888888888889,0.0,0.0,0.003424657534246575,0.003215434083601286,0.0019083969465648854,0.0,0.0033003300330033004,0.006830601092896175,0.007889546351084813,0.006535947712418301,0.011658717541070483,0.004048582995951417,0.010362694300518135,0.0016611295681063123,0.0,0.0,0.016666666666666666,0.007142857142857143
