,sample,host,date,nsp7,nsp10,nsp9,rdrpb,e,orf4a,nsp2,n,nsp8,nsp4,orf8b,nsp3,nendou,m,rdrpa,nsp1,orf5,hel,2omethyltransferase,exon,s2,orf3,s1,nsp6,orf4b,nsp5
30,OP866293,Camel,2019.8917808219178,0.0,0.0,0.0030303030303030303,3.0,0.004016064257028112,0.006060606060606061,0.00202020202020202,0.004025764895330112,0.0,0.0013149243918474688,0.008849557522123894,0.003003003003003003,0.0,0.0,0.0,0.0,0.0044444444444444444,0.0016722408026755853,0.0,0.0019083969465648854,0.0016611295681063123,0.035256410256410256,0.002276867030965392,0.00228310502283105,0.009446693657219974,0.002178649237472767
31,OP866289,Camel,2019.8835616438357,0.0,0.0,0.0030303030303030303,3.0,0.004016064257028112,0.006060606060606061,0.00202020202020202,0.004025764895330112,0.0,0.0013149243918474688,0.008849557522123894,0.003003003003003003,0.0,0.0,0.0,0.0,0.0044444444444444444,0.0016722408026755853,0.0,0.0019083969465648854,0.0016611295681063123,0.035256410256410256,0.002276867030965392,0.00228310502283105,0.009446693657219974,0.002178649237472767
32,OP866285,Camel,2019.727397260274,0.0,0.0,0.0,3.0,0.004016064257028112,0.006060606060606061,0.0015151515151515152,0.001610305958132045,0.0,0.0026298487836949377,0.0029498525073746312,0.003179650238473768,0.0009718172983479105,0.0015151515151515152,0.0,0.0,0.005925925925925926,0.0011148272017837235,2.0,0.001272264631043257,0.0011074197120708748,0.028846153846153848,0.0031876138433515485,0.00228310502283105,0.006747638326585695,0.002178649237472767
33,OP866286,Camel,2019.727397260274,0.0,0.0,0.0,3.0,0.004016064257028112,0.006060606060606061,0.0015151515151515152,0.001610305958132045,0.0,0.0026298487836949377,0.0029498525073746312,0.0033562974739445328,0.0009718172983479105,0.0015151515151515152,0.0,0.0,0.005925925925925926,0.0011148272017837235,2.0,0.0006361323155216285,0.0011074197120708748,0.028846153846153848,0.0031876138433515485,0.00228310502283105,0.006747638326585695,0.002178649237472767
34,OR742173,Camel,2022.7575342465752,0.0,0.0,0.0,4.0,0.004016064257028112,0.006060606060606061,0.0015151515151515152,0.001610305958132045,0.0,0.0026298487836949377,0.0029498525073746312,0.004946122593181417,0.0009718172983479105,0.0015151515151515152,0.0,0.0051813471502590676,0.005925925925925926,0.0011148272017837235,1.0,0.0019083969465648854,0.0011074197120708748,0.028846153846153848,0.0031876138433515485,0.001141552511415525,0.006747638326585695,0.002178649237472767
35,OR742169,Camel,2022.7082191780821,0.0,0.0,0.0,4.0,0.004016064257028112,0.006060606060606061,0.0015151515151515152,0.001610305958132045,0.0,0.0026298487836949377,0.0029498525073746312,0.005122769828652182,0.0009718172983479105,0.0015151515151515152,0.0,0.0051813471502590676,0.005925925925925926,0.0011148272017837235,1.0,0.0019083969465648854,0.0011074197120708748,0.028846153846153848,0.0031876138433515485,0.001141552511415525,0.006747638326585695,0.002178649237472767
36,OR742167,Camel,2022.7054794520548,0.0,0.0,0.0,4.0,0.004016064257028112,0.006060606060606061,0.0015151515151515152,0.001610305958132045,0.0,0.0026298487836949377,0.0029498525073746312,0.004946122593181417,0.0009718172983479105,0.0015151515151515152,0.0,0.0051813471502590676,0.005925925925925926,0.0011148272017837235,1.0,0.0019083969465648854,0.0011074197120708748,0.028846153846153848,0.0031876138433515485,0.001141552511415525,0.006747638326585695,0.002178649237472767
37,OR742168,Camel,2022.7219178082191,0.0,0.0,0.0,4.0,0.004016064257028112,0.006060606060606061,0.0015151515151515152,0.001610305958132045,0.0,0.0026298487836949377,0.0029498525073746312,0.004946122593181417,0.0009718172983479105,0.0015151515151515152,0.0,0.0051813471502590676,0.005925925925925926,0.0011148272017837235,1.0,0.0019083969465648854,0.0011074197120708748,0.028846153846153848,0.0031876138433515485,0.001141552511415525,0.006747638326585695,0.002178649237472767
38,OR742175,Camel,2023.0917808219178,0.0,0.0,0.0,4.0,0.004016064257028112,0.006060606060606061,0.0015151515151515152,0.001610305958132045,0.0,0.0026298487836949377,0.0029498525073746312,0.005652711535064477,0.0009718172983479105,0.0015151515151515152,0.0,0.0051813471502590676,0.005925925925925926,0.0016722408026755853,1.0,0.0019083969465648854,0.0011074197120708748,0.028846153846153848,0.0031876138433515485,0.001141552511415525,0.006747638326585695,0.002178649237472767
39,OR742174,Camel,2023.0643835616438,0.0,0.0,0.0,4.0,0.004016064257028112,0.006060606060606061,0.0015151515151515152,0.001610305958132045,0.0,0.003287310979618672,0.0029498525073746312,0.005652711535064477,0.0009718172983479105,0.0015151515151515152,0.0,0.0051813471502590676,0.005925925925925926,0.0016722408026755853,1.0,0.0019083969465648854,0.0011074197120708748,0.028846153846153848,0.0031876138433515485,0.001141552511415525,0.006747638326585695,0.002178649237472767
40,OR742171,Camel,2022.7547945205479,0.0,0.0,0.0,4.0,0.004016064257028112,0.006060606060606061,0.0015151515151515152,0.001610305958132045,0.0,0.0026298487836949377,0.0029498525073746312,0.005652711535064477,0.0009718172983479105,0.0015151515151515152,0.0,0.0069084628670120895,0.005925925925925926,0.0011148272017837235,1.0,0.0019083969465648854,0.0011074197120708748,0.028846153846153848,0.0031876138433515485,0.001141552511415525,0.006747638326585695,0.002178649237472767
41,OR742172,Camel,2022.7630136986302,0.0,0.0,0.0,4.0,0.004016064257028112,0.006060606060606061,0.0015151515151515152,0.001610305958132045,0.0,0.0026298487836949377,0.0029498525073746312,0.005652711535064477,0.0009718172983479105,0.0015151515151515152,0.0,0.0069084628670120895,0.005925925925925926,0.0011148272017837235,1.0,0.0019083969465648854,0.0011074197120708748,0.028846153846153848,0.0031876138433515485,0.001141552511415525,0.006747638326585695,0.002178649237472767
42,OR742170,Camel,2022.7657534246575,0.0,0.0,0.0,4.0,0.004016064257028112,0.006060606060606061,0.0015151515151515152,0.001610305958132045,0.0,0.0026298487836949377,0.0029498525073746312,0.005652711535064477,0.0009718172983479105,0.0015151515151515152,0.0,0.0069084628670120895,0.005925925925925926,0.0011148272017837235,1.0,0.0019083969465648854,0.0011074197120708748,0.028846153846153848,0.0031876138433515485,0.001141552511415525,0.006747638326585695,0.002178649237472767
43,KU740200,Camel,2014.9602739726026,0.0,0.0,0.0,2.0,0.0,0.0,0.0015151515151515152,0.0008051529790660225,0.0,0.0013149243918474688,0.0029498525073746312,0.0024730612965907085,0.0,0.0,0.0,0.0017271157167530224,0.0014814814814814814,0.0011148272017837235,0.0,0.0006361323155216285,0.0,0.019230769230769232,0.0018214936247723133,0.001141552511415525,0.0,0.002178649237472767
44,MG923465,Camel,2015.16301369863,0.0,0.0,0.0,2.0,0.0,0.0,0.00101010101010101,0.0008051529790660225,0.0,0.0013149243918474688,0.0029498525073746312,0.0024730612965907085,0.0,0.0,0.0,0.0017271157167530224,0.0014814814814814814,0.0011148272017837235,0.0,0.0006361323155216285,0.0,0.016025641025641024,0.0018214936247723133,0.001141552511415525,0.0,0.002178649237472767
45,MG923467,Camel,2017.2013698630137,0.0,0.0,0.0,2.0,0.0,0.0,0.00101010101010101,0.0008051529790660225,0.0,0.0019723865877712033,0.0058997050147492625,0.0038862391803568272,0.001943634596695821,0.0030303030303030303,0.0,0.0051813471502590676,0.0014814814814814814,0.0016722408026755853,1.0,0.001272264631043257,0.0,0.019230769230769232,0.00273224043715847,0.00228310502283105,0.001349527665317139,0.002178649237472767
46,MG923468,Camel,2017.2013698630137,0.0,0.0,0.0,2.0,0.0,0.0,0.00101010101010101,0.001610305958132045,0.0,0.0019723865877712033,0.0058997050147492625,0.0037095919448860626,0.001943634596695821,0.0030303030303030303,0.0,0.0051813471502590676,0.0014814814814814814,0.0016722408026755853,1.0,0.001272264631043257,0.0005537098560354374,0.02564102564102564,0.00273224043715847,0.00228310502283105,0.001349527665317139,0.002178649237472767
47,MG923466,Camel,2017.2013698630137,0.0,0.0,0.0,2.0,0.0,0.0,0.00101010101010101,0.0008051529790660225,0.0,0.0019723865877712033,0.0029498525073746312,0.003179650238473768,0.001943634596695821,0.0030303030303030303,0.0,0.0069084628670120895,0.0014814814814814814,0.0011148272017837235,1.0,0.001272264631043257,0.0,0.019230769230769232,0.00273224043715847,0.00228310502283105,0.001349527665317139,0.002178649237472767
48,OP866275,Camel,2017.0479452054794,0.0,0.0,0.0,2.0,0.0,0.0,0.00101010101010101,0.0008051529790660225,0.0,0.003287310979618672,0.0058997050147492625,0.0033562974739445328,0.001943634596695821,0.0030303030303030303,0.0,0.0069084628670120895,0.0014814814814814814,0.0011148272017837235,1.0,0.001272264631043257,0.0,0.019230769230769232,0.00273224043715847,0.00228310502283105,0.001349527665317139,0.002178649237472767
49,OP866274,Camel,2017.031506849315,0.0,0.0,0.0,2.0,0.0,0.0,0.00101010101010101,0.0008051529790660225,0.0,0.0026298487836949377,0.0058997050147492625,0.0033562974739445328,0.001943634596695821,0.0030303030303030303,0.0,0.0069084628670120895,0.0014814814814814814,0.0011148272017837235,1.0,0.001272264631043257,0.0005537098560354374,0.019230769230769232,0.00273224043715847,0.00228310502283105,0.001349527665317139,0.002178649237472767
50,OP866277,Camel,2017.9328767123288,0.0,0.0,0.0,3.0,0.0,0.0,0.0025252525252525255,0.0024154589371980675,0.0,0.0039447731755424065,0.0029498525073746312,0.004062886415827592,0.0029154518950437317,0.0,0.0,0.0051813471502590676,0.0014814814814814814,0.002229654403567447,2.0,0.002544529262086514,0.0005537098560354374,0.016025641025641024,0.0018214936247723133,0.00228310502283105,0.001349527665317139,0.002178649237472767
51,OP866276,Camel,2017.9328767123288,0.0,0.0,0.0,3.0,0.0,0.0,0.0025252525252525255,0.0024154589371980675,0.0,0.0039447731755424065,0.0029498525073746312,0.004062886415827592,0.0029154518950437317,0.0,0.0,0.0051813471502590676,0.0014814814814814814,0.002229654403567447,2.0,0.002544529262086514,0.0005537098560354374,0.016025641025641024,0.0018214936247723133,0.00228310502283105,0.001349527665317139,0.002178649237472767
52,OP866278,Camel,2017.9328767123288,0.0,0.0,0.0,3.0,0.0,0.0,0.0025252525252525255,0.0024154589371980675,0.0,0.0039447731755424065,0.0029498525073746312,0.0042395336512983575,0.0029154518950437317,0.0,0.0,0.0051813471502590676,0.0014814814814814814,0.002229654403567447,2.0,0.002544529262086514,0.0011074197120708748,0.016025641025641024,0.0018214936247723133,0.00228310502283105,0.001349527665317139,0.002178649237472767
53,OP866279,Camel,2017.9876712328767,0.0,0.0,0.0,2.0,0.0,0.0,0.0015151515151515152,0.00322061191626409,0.0,0.003287310979618672,0.0029498525073746312,0.004062886415827592,0.001943634596695821,0.0,0.0,0.0017271157167530224,0.0014814814814814814,0.0016722408026755853,1.0,0.0019083969465648854,0.0011074197120708748,0.016025641025641024,0.00273224043715847,0.001141552511415525,0.001349527665317139,0.002178649237472767
54,OP866280,Camel,2017.9876712328767,0.0,0.0,0.0,2.0,0.0,0.0,0.0015151515151515152,0.00322061191626409,0.0,0.003287310979618672,0.0029498525073746312,0.004062886415827592,0.001943634596695821,0.0,0.0,0.0017271157167530224,0.0014814814814814814,0.0016722408026755853,1.0,0.0019083969465648854,0.0011074197120708748,0.016025641025641024,0.00273224043715847,0.001141552511415525,0.001349527665317139,0.002178649237472767
55,OP866281,Camel,2017.9876712328767,0.0,0.0,0.0,2.0,0.0,0.0,0.0015151515151515152,0.00322061191626409,0.0,0.003287310979618672,0.0029498525073746312,0.004062886415827592,0.001943634596695821,0.0,0.0,0.0017271157167530224,0.0014814814814814814,0.0016722408026755853,1.0,0.0019083969465648854,0.0011074197120708748,0.016025641025641024,0.00273224043715847,0.001141552511415525,0.001349527665317139,0.002178649237472767
56,OP866282,Camel,2017.7767123287672,0.0,0.002380952380952381,0.0,2.0,0.0,0.0,0.00202020202020202,0.001610305958132045,0.0,0.0019723865877712033,0.0058997050147492625,0.0033562974739445328,0.0,0.0015151515151515152,0.0,0.0034542314335060447,0.0014814814814814814,0.0011148272017837235,0.0,0.0006361323155216285,0.0,0.028846153846153848,0.00273224043715847,0.00228310502283105,0.001349527665317139,0.002178649237472767
57,OP866283,Camel,2017.7712328767122,0.0,0.002380952380952381,0.0,2.0,0.0,0.0,0.00202020202020202,0.001610305958132045,0.0,0.0019723865877712033,0.0058997050147492625,0.0033562974739445328,0.0,0.0015151515151515152,0.0,0.0034542314335060447,0.0014814814814814814,0.0011148272017837235,0.0,0.0006361323155216285,0.0,0.028846153846153848,0.00273224043715847,0.00228310502283105,0.001349527665317139,0.002178649237472767
58,OP866284,Camel,2017.7767123287672,0.0,0.002380952380952381,0.0,2.0,0.0,0.0,0.0030303030303030303,0.0024154589371980675,0.0,0.0019723865877712033,0.0058997050147492625,0.0038862391803568272,0.0,0.0015151515151515152,0.0,0.0034542314335060447,0.0014814814814814814,0.002787068004459309,0.0,0.0006361323155216285,0.0,0.028846153846153848,0.00273224043715847,0.00228310502283105,0.001349527665317139,0.002178649237472767
59,MH734115,Camel,2018.195890410959,0.0,0.002380952380952381,0.0,4.0,0.0,0.0,0.0035353535353535356,0.001610305958132045,0.0,0.0019723865877712033,0.0029498525073746312,0.0028263557675322383,0.0009718172983479105,0.0,0.0,0.0017271157167530224,0.0044444444444444444,0.0016722408026755853,1.0,0.001272264631043257,0.0011074197120708748,0.022435897435897436,0.00273224043715847,0.001141552511415525,0.001349527665317139,0.0032679738562091504
60,MH734114,Camel,2018.195890410959,0.0,0.002380952380952381,0.0,4.0,0.0,0.0,0.0035353535353535356,0.001610305958132045,0.0,0.0019723865877712033,0.0029498525073746312,0.0028263557675322383,0.0009718172983479105,0.0,0.0,0.0017271157167530224,0.0044444444444444444,0.0016722408026755853,1.0,0.001272264631043257,0.0011074197120708748,0.022435897435897436,0.00273224043715847,0.001141552511415525,0.001349527665317139,0.0032679738562091504
61,MK357908,Camel,2017.3027397260273,0.0,0.002380952380952381,0.0,4.0,0.0,0.0,0.0035353535353535356,0.0008051529790660225,0.0,0.0019723865877712033,0.0029498525073746312,0.0028263557675322383,0.001943634596695821,0.0,0.0,0.0017271157167530224,0.002962962962962963,0.0011148272017837235,1.0,0.001272264631043257,0.0005537098560354374,0.022435897435897436,0.00273224043715847,0.001141552511415525,0.0,0.0032679738562091504
62,MK357909,Camel,2017.3027397260273,0.0,0.002380952380952381,0.0,4.0,0.0,0.0,0.0035353535353535356,0.0008051529790660225,0.0,0.0019723865877712033,0.0029498525073746312,0.0028263557675322383,0.0009718172983479105,0.0,0.0,0.0017271157167530224,0.002962962962962963,0.0011148272017837235,1.0,0.001272264631043257,0.0005537098560354374,0.019230769230769232,0.00273224043715847,0.001141552511415525,0.0,0.0032679738562091504
