,sample,date,nsp1,nsp2,nsp3,nsp4,nsp5,nsp6,nsp7,nsp8,nsp9,nsp10,rdrp,hel,exon,nendou,2omethyltransferase,s1,s2,orf3,orf4a,orf4b,orf5,e,m,orf8b,n
14,KU242423,2014.1931506849314,0.0,0.0015151515151515152,0.005299417064122946,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.00273224043715847,0.0049833887043189366,0.0,0.0,0.0,0.0044444444444444444,0.0,0.0,0.0,0.0024154589371980675
15,KP719932,2014.4945205479453,0.0,0.0015151515151515152,0.00688924218335983,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0010718113612004287,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.00546448087431694,0.0049833887043189366,0.019230769230769232,0.0,0.0,0.0044444444444444444,0.0,0.004545454545454545,0.0,0.0024154589371980675
16,KP719931,2014.4198009219201,0.0,0.0015151515151515152,0.006359300476947536,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0010718113612004287,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.00546448087431694,0.0049833887043189366,0.019230769230769232,0.0,0.0,0.0044444444444444444,0.0,0.004545454545454545,0.0,0.0024154589371980675
17,KP719933,2014.1885158200737,0.0,0.0030303030303030303,0.005299417064122946,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.004098360655737705,0.0049833887043189366,0.0,0.0,0.0,0.0044444444444444444,0.0,0.0,0.0,0.0024154589371980675
18,KX108942,2015.1246575342466,0.0,0.0030303030303030303,0.0042395336512983575,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.006830601092896175,0.006644518272425249,0.0,0.0,0.0,0.0044444444444444444,0.0,0.004545454545454545,0.0,0.004830917874396135
19,KX108940,2015.1164383561643,0.0,0.0030303030303030303,0.0042395336512983575,0.0019723865877712033,0.0,0.003424657534246575,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.00546448087431694,0.0049833887043189366,0.0,0.0,0.0,0.0044444444444444444,0.0,0.004545454545454545,0.0,0.004830917874396135
20,KX108939,2015.0808219178082,0.0,0.004545454545454545,0.0047694753577106515,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.00546448087431694,0.0049833887043189366,0.0,0.0,0.0,0.0044444444444444444,0.0,0.004545454545454545,0.0,0.004830917874396135
21,KX108938,2014.9493150684932,0.0,0.004545454545454545,0.0047694753577106515,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.00546448087431694,0.0049833887043189366,0.0,0.0,0.0,0.0044444444444444444,0.0,0.00909090909090909,0.0,0.004830917874396135
22,KX108941,2015.1219178082192,0.0,0.004545454545454545,0.005829358770535241,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.00546448087431694,0.0049833887043189366,0.0,0.0,0.0,0.017777777777777778,0.0,0.004545454545454545,0.008849557522123894,0.007246376811594203
23,MF598619,2015.16301369863,0.0,0.0015151515151515152,0.005829358770535241,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.00273224043715847,0.0049833887043189366,0.0,0.01818181818181818,0.0,0.0044444444444444444,0.0,0.0,0.0,0.0024154589371980675
24,KY581696,2014.1931506849314,0.0,0.0015151515151515152,0.0047694753577106515,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.00273224043715847,0.0049833887043189366,0.0,0.0,0.004048582995951417,0.013333333333333334,0.0,0.0,0.0,0.004830917874396135
25,KY673149,2015.0013698630137,0.0,0.0015151515151515152,0.005829358770535241,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057251908396946565,0.0058309037900874635,0.0,0.004098360655737705,0.0049833887043189366,0.0,0.0,0.004048582995951417,0.013333333333333334,0.0,0.0,0.0,0.004830917874396135
26,KY581697,2014.1328767123289,0.0,0.0015151515151515152,0.005829358770535241,0.0019723865877712033,0.0032679738562091504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.00273224043715847,0.0049833887043189366,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0024154589371980675
27,KY581700,2014.1328767123289,0.0,0.0015151515151515152,0.005829358770535241,0.0019723865877712033,0.0032679738562091504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.00273224043715847,0.0049833887043189366,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0024154589371980675
28,MF598637,2015.2452054794521,0.0,0.0015151515151515152,0.00688924218335983,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057251908396946565,0.008746355685131196,0.0,0.004098360655737705,0.0049833887043189366,0.009615384615384616,0.0,0.004048582995951417,0.013333333333333334,0.0,0.00909090909090909,0.0,0.007246376811594203
29,MF598647,2015.16301369863,0.0,0.0015151515151515152,0.006359300476947536,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057251908396946565,0.0029154518950437317,0.0,0.004098360655737705,0.0049833887043189366,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.007246376811594203
30,MF598681,2015.16301369863,0.0,0.0030303030303030303,0.006359300476947536,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057251908396946565,0.0029154518950437317,0.0,0.004098360655737705,0.0049833887043189366,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.007246376811594203
31,MF598667,2015.2452054794521,0.0,0.0030303030303030303,0.006359300476947536,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.004098360655737705,0.0049833887043189366,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.007246376811594203
32,MF598672,2015.2452054794521,0.0,0.0030303030303030303,0.006359300476947536,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057251908396946565,0.0029154518950437317,0.0,0.004098360655737705,0.0049833887043189366,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.007246376811594203
33,MF598635,2015.2452054794521,0.0,0.0015151515151515152,0.006359300476947536,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.004098360655737705,0.0049833887043189366,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.007246376811594203
34,MF598639,2015.16301369863,0.0,0.0015151515151515152,0.006359300476947536,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.004098360655737705,0.0049833887043189366,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.007246376811594203
35,MF598636,2015.1762554119764,0.0,0.0015151515151515152,0.006359300476947536,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.004098360655737705,0.0049833887043189366,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.007246376811594203
36,MF598663,2015.16301369863,0.0,0.0015151515151515152,0.0037095919448860626,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019083969465648854,0.0029154518950437317,0.0,0.00273224043715847,0.0049833887043189366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,MF598621,2015.16301369863,0.0,0.0030303030303030303,0.005299417064122946,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019083969465648854,0.0029154518950437317,0.0,0.00273224043715847,0.0033222591362126247,0.0,0.01818181818181818,0.0,0.0,0.012048192771084338,0.004545454545454545,0.0,0.0024154589371980675
38,MF598644,2015.16301369863,0.0,0.0015151515151515152,0.0037095919448860626,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029154518950437317,0.0,0.00273224043715847,0.0033222591362126247,0.019230769230769232,0.00909090909090909,0.004048582995951417,0.0,0.0,0.00909090909090909,0.0,0.0
39,MF598648,2015.192721461478,0.0051813471502590676,0.0030303030303030303,0.0042395336512983575,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019083969465648854,0.0058309037900874635,0.0,0.004098360655737705,0.0033222591362126247,0.019230769230769232,0.00909090909090909,0.004048582995951417,0.0,0.0,0.004545454545454545,0.0,0.0
40,MF598669,2015.16301369863,0.0,0.004545454545454545,0.0037095919448860626,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0019083969465648854,0.0,0.0,0.00546448087431694,0.0033222591362126247,0.019230769230769232,0.01818181818181818,0.004048582995951417,0.0,0.0,0.004545454545454545,0.0,0.0024154589371980675
41,KF917527,2013.8534246575343,0.0,0.004545454545454545,0.0047694753577106515,0.0039447731755424065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00273224043715847,0.0033222591362126247,0.028846153846153848,0.00909090909090909,0.004048582995951417,0.0,0.0,0.004545454545454545,0.008849557522123894,0.0
42,KP405225,2013.988674078879,0.0,0.006060606060606061,0.005299417064122946,0.0039447731755424065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019083969465648854,0.0,0.0,0.004098360655737705,0.0033222591362126247,0.0,0.00909090909090909,0.004048582995951417,0.0,0.012048192771084338,0.004545454545454545,0.0,0.0
43,KT368824,2014.34470178999,0.0,0.006060606060606061,0.005299417064122946,0.0039447731755424065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019083969465648854,0.0,0.0,0.00546448087431694,0.0033222591362126247,0.0,0.00909090909090909,0.004048582995951417,0.0,0.012048192771084338,0.004545454545454545,0.0,0.0
44,KJ713297,2013.9136986301369,0.0,0.006060606060606061,0.0042395336512983575,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0019083969465648854,0.0058309037900874635,0.0033003300330033004,0.004098360655737705,0.0033222591362126247,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.0,0.0
45,KJ713298,2013.9136986301369,0.0,0.007575757575757576,0.0042395336512983575,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019083969465648854,0.0,0.0,0.006830601092896175,0.0033222591362126247,0.0,0.01818181818181818,0.0,0.0,0.0,0.004545454545454545,0.0,0.0024154589371980675
46,KJ650098,2014.127397260274,0.0,0.0030303030303030303,0.0042395336512983575,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004098360655737705,0.0033222591362126247,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.017699115044247787,0.0024154589371980675
47,MH259486,2014.535616438356,0.0,0.004545454545454545,0.0042395336512983575,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00273224043715847,0.0033222591362126247,0.0,0.00909090909090909,0.0,0.0044444444444444444,0.0,0.004545454545454545,0.02654867256637168,0.0024154589371980675
48,KT877350,2014.7465753424658,0.0,0.004545454545454545,0.0042395336512983575,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033003300330033004,0.004098360655737705,0.0049833887043189366,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.02654867256637168,0.0024154589371980675
49,KT877351,2014.7465753424658,0.0,0.004545454545454545,0.0042395336512983575,0.0019723865877712033,0.0,0.003424657534246575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00273224043715847,0.0049833887043189366,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.02654867256637168,0.0024154589371980675
50,KJ713296,2013.9136986301369,0.0,0.007575757575757576,0.0042395336512983575,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00273224043715847,0.0033222591362126247,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.017699115044247787,0.0024154589371980675
51,KP966104,2014.3301369838123,0.0,0.007575757575757576,0.0042395336512983575,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00273224043715847,0.0033222591362126247,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.017699115044247787,0.0024154589371980675
52,KJ713295,2013.9136986301369,0.0,0.00909090909090909,0.0042395336512983575,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00273224043715847,0.0033222591362126247,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.017699115044247787,0.0024154589371980675
53,KX108944,2015.3602739726027,0.0051813471502590676,0.00909090909090909,0.0047694753577106515,0.0039447731755424065,0.0,0.0,0.012048192771084338,0.0,0.0,0.007142857142857143,0.0,0.0,0.0,0.0,0.0,0.00546448087431694,0.008305647840531562,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.017699115044247787,0.0024154589371980675
54,KT368875,2015.2452054794521,0.0051813471502590676,0.012121212121212121,0.0047694753577106515,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029154518950437317,0.0,0.004098360655737705,0.0033222591362126247,0.009615384615384616,0.00909090909090909,0.0,0.0044444444444444444,0.0,0.00909090909090909,0.02654867256637168,0.004830917874396135
55,KT368831,2014.9986301369863,0.0,0.010606060606060607,0.0047694753577106515,0.0019723865877712033,0.0,0.010273972602739725,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0019083969465648854,0.0029154518950437317,0.0,0.004098360655737705,0.0049833887043189366,0.0,0.00909090909090909,0.008097165991902834,0.0,0.0,0.00909090909090909,0.017699115044247787,0.004830917874396135
56,KT368829,2014.9188217998149,0.0,0.010606060606060607,0.0047694753577106515,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0,0.0029154518950437317,0.0,0.004098360655737705,0.0049833887043189366,0.0,0.00909090909090909,0.008097165991902834,0.0,0.0,0.004545454545454545,0.017699115044247787,0.004830917874396135
57,KT368830,2014.9188217998149,0.0,0.010606060606060607,0.0047694753577106515,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0,0.0029154518950437317,0.0,0.004098360655737705,0.0049833887043189366,0.0,0.00909090909090909,0.008097165991902834,0.0,0.0,0.004545454545454545,0.017699115044247787,0.004830917874396135
58,KT368832,2014.9188217998149,0.0,0.010606060606060607,0.0047694753577106515,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0,0.0029154518950437317,0.0,0.004098360655737705,0.0049833887043189366,0.0,0.00909090909090909,0.008097165991902834,0.0,0.0,0.004545454545454545,0.017699115044247787,0.004830917874396135
59,MH259485,2014.535616438356,0.0,0.010606060606060607,0.0042395336512983575,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004098360655737705,0.0033222591362126247,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.017699115044247787,0.004830917874396135
60,KY706245,2014.9109589041095,0.0,0.010606060606060607,0.0042395336512983575,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004098360655737705,0.0033222591362126247,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.017699115044247787,0.004830917874396135
61,KY706246,2014.9109589041095,0.0,0.010606060606060607,0.0042395336512983575,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004098360655737705,0.0033222591362126247,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.017699115044247787,0.004830917874396135
62,KY706247,2014.9109589041095,0.0,0.010606060606060607,0.0042395336512983575,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004098360655737705,0.0033222591362126247,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.017699115044247787,0.004830917874396135
63,MF598665,2015.16301369863,0.0051813471502590676,0.0015151515151515152,0.0037095919448860626,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029154518950437317,0.0,0.00273224043715847,0.0033222591362126247,0.009615384615384616,0.00909090909090909,0.0,0.0,0.012048192771084338,0.004545454545454545,0.0,0.0
64,MF598624,2015.16301369863,0.0051813471502590676,0.0030303030303030303,0.006359300476947536,0.0039447731755424065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.00273224043715847,0.0033222591362126247,0.0,0.00909090909090909,0.0,0.013333333333333334,0.012048192771084338,0.004545454545454545,0.0,0.0
65,MF598675,2015.16301369863,0.0051813471502590676,0.0015151515151515152,0.005829358770535241,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016722408026755853,0.003816793893129771,0.0029154518950437317,0.0,0.00273224043715847,0.0033222591362126247,0.0,0.00909090909090909,0.0,0.0,0.012048192771084338,0.004545454545454545,0.0,0.0
66,MF598674,2015.16301369863,0.010362694300518135,0.0030303030303030303,0.006359300476947536,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.004098360655737705,0.0033222591362126247,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.0,0.0024154589371980675
67,KP405226,2013.8342465728533,0.0051813471502590676,0.0030303030303030303,0.006359300476947536,0.0039447731755424065,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0019083969465648854,0.0,0.0,0.004098360655737705,0.0033222591362126247,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.008849557522123894,0.0
68,KT368887,2015.2479452054795,0.0051813471502590676,0.0030303030303030303,0.007419183889772125,0.0039447731755424065,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.003816793893129771,0.0,0.0,0.00273224043715847,0.0049833887043189366,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.008849557522123894,0.0024154589371980675
69,KT368825,2014.5794520547945,0.0051813471502590676,0.0030303030303030303,0.007419183889772125,0.005917159763313609,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.003816793893129771,0.0029154518950437317,0.0,0.004098360655737705,0.0033222591362126247,0.0,0.00909090909090909,0.004048582995951417,0.0,0.0,0.004545454545454545,0.008849557522123894,0.0
70,KP405227,2013.98867407639,0.0051813471502590676,0.0030303030303030303,0.00688924218335983,0.0039447731755424065,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0019083969465648854,0.0,0.0,0.004098360655737705,0.0033222591362126247,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.008849557522123894,0.0
71,MK910259,2016.0860655737704,0.0051813471502590676,0.0030303030303030303,0.00688924218335983,0.0039447731755424065,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0019083969465648854,0.0,0.0,0.004098360655737705,0.0033222591362126247,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.008849557522123894,0.0
72,KT368855,2014.7465753424658,0.010362694300518135,0.0030303030303030303,0.00688924218335983,0.0039447731755424065,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0019083969465648854,0.0,0.0,0.00273224043715847,0.0049833887043189366,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.02654867256637168,0.0024154589371980675
73,KT368853,2014.7465753424658,0.0051813471502590676,0.0030303030303030303,0.007419183889772125,0.005917159763313609,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0019083969465648854,0.0,0.0,0.004098360655737705,0.006644518272425249,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.02654867256637168,0.0024154589371980675
74,KT368854,2014.6671232876713,0.0051813471502590676,0.0030303030303030303,0.007419183889772125,0.005917159763313609,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0019083969465648854,0.0,0.0,0.004098360655737705,0.006644518272425249,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.02654867256637168,0.0024154589371980675
75,KT368851,2014.816640282109,0.0051813471502590676,0.0030303030303030303,0.007419183889772125,0.005917159763313609,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0019083969465648854,0.0,0.0,0.00273224043715847,0.0049833887043189366,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.02654867256637168,0.0024154589371980675
76,KT368849,2014.7516985121435,0.0051813471502590676,0.0030303030303030303,0.007419183889772125,0.005917159763313609,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0019083969465648854,0.0,0.0,0.00273224043715847,0.0049833887043189366,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.02654867256637168,0.0024154589371980675
77,KT368850,2014.7516985121435,0.0051813471502590676,0.0030303030303030303,0.007419183889772125,0.005917159763313609,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0019083969465648854,0.0,0.0,0.00273224043715847,0.0049833887043189366,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.02654867256637168,0.0024154589371980675
78,KT368852,2014.805970820764,0.0051813471502590676,0.0030303030303030303,0.00688924218335983,0.0039447731755424065,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0019083969465648854,0.0029154518950437317,0.0,0.006830601092896175,0.0049833887043189366,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.008849557522123894,0.0024154589371980675
